LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;sfc;sfc;10 m above gnd;10 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative Humidity;Total Precipitation;Sunshine Duration;Wind Speed;Wind Direction;Temperature;Temperature;Relative Humidity;Relative Humidity;Wind Speed;Wind Speed
UNIT;;;;;°C;%;mm;min;km/h;°;°C;°C;%;%;km/h;km/h
AGGREGATION;;;;;daily mean;daily mean;daily sum;daily sum;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Total Precipitation daily sum [sfc];Sunshine Duration daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd]
2008;03;25;00;00;1.46;76.12;2.60;220.48;31.10;275.13;4.21;-1.34;94.00;54.00;40.07;18.09
2008;03;26;00;00;6.15;72.04;0.70;164.31;18.42;249.83;10.88;1.27;92.00;51.00;33.14;3.83
2008;03;27;00;00;7.16;71.75;2.50;36.38;15.98;237.71;9.30;5.56;87.00;57.00;25.86;6.19
2008;03;28;00;00;7.17;65.96;0.00;667.49;8.08;172.95;13.22;1.14;89.00;38.00;16.90;1.80
2008;03;29;00;00;9.77;66.50;0.30;652.41;14.11;225.87;13.98;5.38;85.00;50.00;29.93;2.19
2008;03;30;00;00;10.57;66.62;0.00;478.15;14.16;152.23;20.74;0.44;95.00;31.00;23.04;6.62
2008;03;31;00;00;9.65;71.00;0.70;8.94;9.03;280.91;11.86;7.33;83.00;59.00;19.88;1.80
2008;04;01;00;00;10.95;68.17;0.00;419.79;6.47;253.29;15.74;6.92;82.00;54.00;15.14;1.44
2008;04;02;00;00;9.84;77.62;0.00;85.42;21.75;276.90;12.11;7.20;90.00;62.00;29.75;9.39
2008;04;03;00;00;7.22;76.75;0.80;396.31;13.58;308.52;9.51;4.75;94.00;62.00;21.26;6.38
2008;04;04;00;00;7.13;78.25;0.00;420.44;6.68;321.53;11.46;3.39;96.00;61.00;12.98;2.97
2008;04;05;00;00;8.54;73.42;2.60;128.03;14.69;234.82;12.83;1.61;93.00;59.00;29.54;4.02
2008;04;06;00;00;6.27;75.50;2.70;471.91;13.63;263.96;8.45;4.29;95.00;53.00;26.05;7.56
2008;04;07;00;00;3.22;64.00;1.40;360.86;28.02;240.42;6.62;-1.07;87.00;46.00;47.71;0.80
2008;04;08;00;00;5.57;67.17;0.00;74.04;10.45;129.28;12.77;-1.54;86.00;46.00;21.67;2.10
2008;04;09;00;00;9.03;84.29;2.60;41.49;10.64;134.10;13.19;4.65;96.00;68.00;17.85;1.02
2008;04;10;00;00;9.87;92.08;17.70;0.00;5.60;135.44;12.05;6.29;97.00;76.00;13.20;1.48
2008;04;11;00;00;9.88;87.96;15.50;124.56;12.89;189.65;13.22;7.16;97.00;79.00;29.16;5.05
2008;04;12;00;00;8.80;72.04;0.10;488.55;9.19;225.81;11.97;4.97;90.00;57.00;21.19;1.94
2008;04;13;00;00;10.03;66.04;0.50;594.17;7.29;193.57;15.45;4.79;85.00;50.00;14.62;1.02
2008;04;14;00;00;8.06;74.75;3.90;19.10;19.56;261.65;9.23;6.29;88.00;68.00;24.13;5.00
2008;04;15;00;00;6.40;81.42;9.80;33.19;16.26;300.23;7.90;4.68;91.00;72.00;24.72;3.60
2008;04;16;00;00;6.07;78.62;0.70;469.96;5.52;190.74;9.00;3.66;93.00;58.00;9.47;0.80
2008;04;17;00;00;6.91;73.38;0.00;121.28;8.55;159.95;14.10;-0.40;96.00;49.00;17.87;0.00
2008;04;18;00;00;11.43;76.83;0.20;214.34;9.11;174.36;17.19;5.41;97.00;56.00;14.11;1.80
2008;04;19;00;00;12.28;68.62;1.90;243.75;14.95;239.05;15.74;9.17;90.00;51.00;30.56;3.32
2008;04;20;00;00;12.61;66.71;0.00;165.51;10.63;131.21;17.61;6.64;81.00;44.00;21.24;1.30
2008;04;21;00;00;10.73;83.21;6.80;0.00;10.10;227.45;12.33;9.10;97.00;68.00;20.88;2.41
2008;04;22;00;00;10.93;87.08;39.60;0.00;26.16;274.28;13.38;9.11;91.00;79.00;38.89;16.56
2008;04;23;00;00;12.19;84.67;11.90;51.47;8.24;266.33;14.69;10.06;93.00;71.00;15.86;0.72
2008;04;24;00;00;13.80;72.42;2.80;552.13;9.83;242.45;17.42;10.63;92.00;52.00;15.94;1.48
2008;04;25;00;00;13.09;71.96;0.80;187.66;10.51;267.76;15.89;8.76;85.00;59.00;14.97;0.72
2008;04;26;00;00;13.33;68.83;0.00;738.08;7.77;107.69;18.89;7.19;95.00;43.00;16.56;1.02
2008;04;27;00;00;14.67;67.88;0.00;609.13;8.83;126.15;20.39;8.35;79.00;57.00;18.25;0.00
2008;04;28;00;00;13.43;72.54;5.20;88.72;10.77;206.50;19.43;9.37;92.00;44.00;28.51;3.62
2008;04;29;00;00;11.06;71.25;0.90;405.26;10.17;213.32;15.57;7.42;90.00;55.00;20.72;2.90
2008;04;30;00;00;8.76;76.75;4.00;168.50;14.12;173.86;16.24;5.55;87.00;59.00;38.63;4.80
2008;05;01;00;00;10.93;64.00;0.60;539.64;7.13;201.56;15.81;5.60;80.00;48.00;12.26;2.16
2008;05;02;00;00;13.47;64.50;0.00;877.39;4.96;222.93;18.68;7.78;88.00;49.00;8.71;0.36
2008;05;03;00;00;15.38;69.79;0.00;514.52;6.75;109.67;20.99;8.11;96.00;49.00;14.97;1.53
2008;05;04;00;00;15.63;70.38;0.00;486.88;7.28;87.13;21.54;8.09;96.00;51.00;13.24;0.80
2008;05;05;00;00;14.98;58.25;0.00;945.42;17.03;97.17;19.13;8.88;88.00;40.00;27.40;2.74
2008;05;06;00;00;15.02;64.42;0.00;925.30;12.81;100.84;21.47;7.40;86.00;46.00;19.47;1.80
2008;05;07;00;00;15.13;70.83;0.00;671.63;7.16;97.93;22.04;7.57;96.00;49.00;13.85;2.55
2008;05;08;00;00;15.50;72.08;0.00;873.21;5.49;86.78;23.02;5.67;100.00;47.00;6.99;3.60
2008;05;09;00;00;16.87;68.71;0.00;848.29;8.19;89.52;24.15;7.63;100.00;42.00;14.12;4.45
2008;05;10;00;00;17.40;67.08;0.00;884.93;11.84;111.63;24.25;11.38;83.00;46.00;23.04;6.88
2008;05;11;00;00;16.26;68.08;0.80;593.05;6.20;139.46;21.81;9.55;92.00;51.00;11.79;1.53
2008;05;12;00;00;17.00;61.50;0.70;858.42;5.32;125.63;22.38;11.17;78.00;45.00;8.59;1.84
2008;05;13;00;00;17.44;64.38;0.00;888.25;3.20;185.42;22.64;11.59;81.00;47.00;7.28;0.36
2008;05;14;00;00;18.44;65.79;0.60;543.86;3.80;192.44;24.67;8.17;94.00;41.00;7.95;0.00
2008;05;15;00;00;17.16;76.00;2.00;58.32;8.57;223.54;20.00;14.30;100.00;60.00;19.35;2.41
2008;05;16;00;00;17.39;68.08;0.60;364.28;5.03;228.88;20.72;13.57;79.00;58.00;9.72;1.08
2008;05;17;00;00;15.45;78.67;2.10;127.90;8.38;218.74;17.35;11.82;91.00;68.00;20.07;2.10
2008;05;18;00;00;13.93;82.62;2.90;47.23;9.05;247.58;15.86;11.98;96.00;71.00;15.14;1.94
2008;05;19;00;00;13.84;87.12;1.60;180.00;9.72;110.48;17.33;10.05;98.00;71.00;15.53;5.40
2008;05;20;00;00;14.13;71.79;0.00;177.38;15.40;111.92;17.77;8.87;95.00;52.00;24.16;8.71
2008;05;21;00;00;12.00;76.71;0.00;0.00;7.96;123.76;16.03;6.37;95.00;62.00;14.40;0.00
2008;05;22;00;00;13.59;76.29;0.50;410.61;4.09;188.62;17.95;7.38;91.00;63.00;7.77;1.14
2008;05;23;00;00;15.96;70.33;0.00;515.95;3.80;108.96;20.57;9.25;97.00;53.00;7.90;0.00
2008;05;24;00;00;15.16;87.96;3.10;1.91;4.84;92.56;20.51;9.88;100.00;69.00;7.70;1.08
2008;05;25;00;00;19.02;77.42;0.00;247.66;7.16;73.58;23.93;13.64;100.00;56.00;16.18;1.48
2008;05;26;00;00;19.88;73.00;0.50;327.38;10.83;108.10;27.18;13.56;95.00;46.00;21.13;3.76
2008;05;27;00;00;22.34;64.54;0.00;188.68;11.67;140.39;29.23;15.34;94.00;42.00;21.92;1.14
2008;05;28;00;00;19.72;74.21;0.00;639.03;12.48;242.04;23.94;13.81;96.00;59.00;21.53;3.42
2008;05;29;00;00;19.06;83.67;0.10;2.35;8.55;220.09;23.73;15.98;97.00;68.00;27.04;1.14
2008;05;30;00;00;18.54;81.92;1.70;278.94;11.72;251.19;21.79;16.12;92.00;70.00;24.98;4.90
2008;05;31;00;00;17.46;80.29;3.00;146.93;5.98;218.26;20.58;13.76;95.00;67.00;11.57;1.80
2008;06;01;00;00;19.93;70.54;0.00;540.37;7.62;111.37;25.56;14.18;94.00;48.00;17.31;1.44
2008;06;02;00;00;19.37;74.29;2.80;241.14;11.42;244.68;23.43;15.84;97.00;48.00;27.12;0.51
2008;06;03;00;00;17.40;74.29;1.90;554.76;9.66;261.07;20.91;13.38;89.00;62.00;15.12;3.62
2008;06;04;00;00;16.15;80.08;3.30;102.13;12.94;295.14;18.64;13.34;92.00;69.00;20.87;7.70
2008;06;05;00;00;15.77;92.29;3.40;0.00;6.46;275.93;16.81;14.22;98.00;87.00;12.62;2.74
2008;06;06;00;00;15.93;89.25;17.80;0.00;9.81;247.33;17.73;13.45;95.00;84.00;21.05;1.14
2008;06;07;00;00;14.45;82.25;1.00;75.32;13.12;275.79;17.78;11.78;89.00;71.00;20.95;4.10
2008;06;08;00;00;16.20;88.08;2.00;33.95;5.57;110.75;19.17;13.43;97.00;75.00;11.21;1.44
2008;06;09;00;00;17.46;79.46;0.40;607.19;4.44;119.32;21.91;11.80;99.00;59.00;11.18;1.48
2008;06;10;00;00;19.30;75.92;0.30;277.52;2.56;189.63;23.16;13.61;97.00;61.00;4.33;0.72
2008;06;11;00;00;17.26;85.79;7.00;193.74;8.19;258.07;19.01;14.49;100.00;78.00;14.69;3.56
2008;06;12;00;00;15.75;76.04;5.20;518.87;14.15;297.75;20.63;11.86;94.00;52.00;23.76;6.49
2008;06;13;00;00;12.43;72.46;0.30;658.12;12.44;321.72;15.10;9.03;91.00;59.00;21.05;6.49
2008;06;14;00;00;13.43;66.33;0.00;229.53;6.66;289.20;17.68;9.64;85.00;51.00;11.30;0.72
2008;06;15;00;00;12.74;78.04;3.60;0.00;4.35;202.00;14.82;10.39;93.00;69.00;9.36;1.02
2008;06;16;00;00;14.18;80.33;0.90;18.51;5.67;148.94;17.65;10.67;95.00;65.00;10.54;0.36
2008;06;17;00;00;14.87;86.50;7.20;135.40;8.15;172.17;18.20;11.50;96.00;75.00;14.76;2.41
2008;06;18;00;00;17.78;71.92;0.00;826.19;5.28;277.39;22.60;12.42;96.00;48.00;12.98;0.36
2008;06;19;00;00;19.88;61.21;0.00;526.63;12.10;222.03;24.11;15.03;80.00;44.00;24.61;1.94
2008;06;20;00;00;20.02;69.67;0.10;773.81;9.56;263.08;24.14;15.32;87.00;55.00;16.95;3.32
2008;06;21;00;00;22.05;68.88;0.00;936.87;3.71;200.19;27.23;16.51;91.00;51.00;6.92;0.00
2008;06;22;00;00;25.54;67.33;1.00;868.17;9.53;199.31;31.80;16.06;95.00;45.00;19.88;3.71
2008;06;23;00;00;24.40;74.58;0.90;728.03;5.53;209.83;28.33;19.11;94.00;59.00;11.84;1.30
2008;06;24;00;00;22.62;81.08;0.00;458.20;5.61;232.85;28.12;17.39;100.00;60.00;15.18;1.02
2008;06;25;00;00;23.25;76.17;1.80;847.97;11.05;239.48;26.48;19.96;94.00;64.00;22.90;1.14
2008;06;26;00;00;20.16;78.58;0.10;328.35;5.10;252.03;23.65;17.33;96.00;64.00;10.50;0.72
2008;06;27;00;00;20.78;69.79;0.00;754.70;10.04;256.81;24.38;15.46;97.00;52.00;21.52;2.41
2008;06;28;00;00;20.28;74.71;0.00;960.17;6.44;290.15;25.51;13.91;100.00;54.00;14.17;2.62
2008;06;29;00;00;22.84;70.92;0.20;756.56;4.77;251.19;28.20;15.89;98.00;55.00;6.92;0.36
2008;06;30;00;00;21.48;76.42;0.00;635.39;5.08;233.12;24.71;17.29;97.00;58.00;11.09;2.10
2008;07;01;00;00;23.20;70.50;0.00;751.06;2.41;176.13;28.82;16.58;96.00;49.00;3.76;0.36
2008;07;02;00;00;23.94;67.50;0.10;920.53;4.22;172.39;29.19;17.53;87.00;48.00;9.03;1.44
2008;07;03;00;00;19.23;82.21;7.40;13.40;9.33;224.05;23.95;14.57;95.00;67.00;26.01;1.80
2008;07;04;00;00;17.46;68.33;1.10;811.26;9.75;291.51;22.00;12.21;92.00;47.00;18.58;1.61
2008;07;05;00;00;20.70;62.08;0.00;313.47;3.11;183.14;26.46;12.91;85.00;46.00;5.35;0.36
2008;07;06;00;00;18.15;86.79;6.30;120.00;9.06;273.00;22.31;14.59;95.00;76.00;18.33;1.94
2008;07;07;00;00;17.11;66.46;0.90;772.04;15.73;248.89;20.61;13.15;90.00;49.00;27.91;3.60
2008;07;08;00;00;16.16;67.79;1.20;420.57;21.08;252.07;19.46;11.62;81.00;57.00;30.01;10.03
2008;07;09;00;00;18.33;66.67;0.40;850.22;11.71;251.59;23.14;12.23;85.00;49.00;17.46;2.97
2008;07;10;00;00;21.60;62.54;0.00;807.22;8.10;203.18;27.14;15.25;87.00;50.00;14.47;0.72
2008;07;11;00;00;20.55;73.54;4.60;260.75;8.58;182.82;25.63;16.70;96.00;57.00;20.37;0.00
2008;07;12;00;00;17.64;83.12;5.30;0.00;8.72;255.50;20.38;15.43;98.00;61.00;18.00;1.44
2008;07;13;00;00;15.02;89.71;13.70;0.00;6.47;281.03;16.17;14.05;98.00;76.00;14.83;3.24
2008;07;14;00;00;16.45;73.67;1.30;554.90;10.72;276.79;19.79;12.45;95.00;54.00;22.03;1.94
2008;07;15;00;00;18.83;63.71;0.00;878.49;5.07;189.67;23.78;13.46;81.00;46.00;8.43;1.48
2008;07;16;00;00;20.78;63.75;0.00;773.36;9.97;227.26;25.28;15.91;83.00;48.00;20.28;1.14
2008;07;17;00;00;17.43;79.21;5.60;7.66;7.02;255.63;19.54;14.74;96.00;68.00;16.07;1.53
2008;07;18;00;00;18.32;68.33;0.50;458.24;9.98;250.85;22.09;14.96;86.00;53.00;16.17;1.30
2008;07;19;00;00;19.93;66.04;0.20;463.10;13.83;223.79;25.21;14.46;83.00;54.00;26.64;4.84
2008;07;20;00;00;19.08;73.54;1.50;310.94;11.32;276.10;23.99;13.18;94.00;50.00;20.62;3.60
2008;07;21;00;00;15.00;68.08;0.00;530.42;13.75;284.89;17.66;11.72;86.00;53.00;23.68;5.41
2008;07;22;00;00;15.06;72.92;0.00;74.04;6.75;266.43;17.82;11.92;85.00;65.00;10.31;2.04
2008;07;23;00;00;16.68;71.71;0.00;782.60;10.31;99.69;22.41;10.29;100.00;48.00;21.75;1.08
2008;07;24;00;00;17.87;70.08;0.00;797.51;12.81;131.92;24.08;10.45;94.00;48.00;24.49;1.30
2008;07;25;00;00;20.49;67.71;0.00;844.10;6.50;176.99;25.89;13.71;86.00;50.00;18.46;1.30
2008;07;26;00;00;22.05;67.33;1.60;37.37;6.41;209.15;25.99;19.66;81.00;56.00;14.59;1.48
2008;07;27;00;00;20.81;88.04;9.30;95.86;4.49;185.46;23.20;18.15;98.00;74.00;7.41;1.61
2008;07;28;00;00;22.40;81.83;1.50;567.94;3.10;184.87;26.39;17.72;100.00;63.00;9.45;0.36
2008;07;29;00;00;23.15;72.29;4.10;521.37;7.06;210.54;27.07;18.85;89.00;60.00;13.53;0.72
2008;07;30;00;00;24.20;72.54;2.40;664.79;4.77;149.71;28.17;19.45;96.00;54.00;8.89;1.61
2008;07;31;00;00;24.48;68.08;0.20;741.49;5.40;121.54;29.71;17.83;86.00;50.00;9.69;1.48
2008;08;01;00;00;21.67;70.88;2.40;211.69;10.41;216.62;25.43;16.60;91.00;53.00;21.05;1.14
2008;08;02;00;00;20.34;78.88;0.20;324.89;6.67;229.86;25.42;16.17;98.00;56.00;14.76;2.19
2008;08;03;00;00;21.87;71.04;0.00;861.82;10.62;261.54;26.12;16.96;88.00;54.00;16.10;3.56
2008;08;04;00;00;20.55;79.71;0.70;8.47;13.61;222.69;23.91;15.28;96.00;65.00;26.58;4.33
2008;08;05;00;00;21.18;74.75;0.00;784.95;9.09;274.33;25.02;16.84;98.00;50.00;15.65;1.61
2008;08;06;00;00;22.75;68.25;0.00;354.90;8.22;109.35;27.87;15.75;90.00;54.00;11.79;3.40
2008;08;07;00;00;22.82;74.21;2.10;379.39;10.05;191.58;31.33;17.16;92.00;41.00;18.95;3.76
2008;08;08;00;00;17.18;78.54;4.60;407.73;18.36;255.63;19.66;14.79;97.00;65.00;29.80;6.12
2008;08;09;00;00;18.02;73.71;0.00;701.55;9.01;281.78;22.20;14.22;89.00;59.00;13.36;0.51
2008;08;10;00;00;20.36;67.00;0.00;840.77;8.24;214.41;25.32;14.89;84.00;52.00;15.33;3.24
2008;08;11;00;00;19.48;78.88;1.70;76.94;6.94;177.32;21.68;16.43;95.00;66.00;13.58;0.80
2008;08;12;00;00;18.87;85.50;46.70;0.00;12.67;186.84;23.49;16.26;95.00;62.00;29.02;0.72
2008;08;13;00;00;18.07;67.29;0.00;839.60;15.92;257.53;21.66;13.75;83.00;52.00;22.82;8.79
2008;08;14;00;00;17.15;72.29;0.00;450.29;6.71;223.32;21.96;11.90;93.00;56.00;22.33;2.16
2008;08;15;00;00;13.86;86.33;20.20;0.00;15.13;293.14;15.56;11.87;92.00;79.00;21.67;7.63
2008;08;16;00;00;16.17;73.67;0.00;838.64;9.73;144.28;20.96;10.60;92.00;51.00;17.31;1.84
2008;08;17;00;00;16.91;71.00;0.50;478.27;7.95;209.48;21.24;12.56;86.00;59.00;15.88;1.80
2008;08;18;00;00;20.01;71.62;0.00;870.96;7.35;160.02;25.87;13.48;90.00;56.00;12.57;2.31
2008;08;19;00;00;19.68;77.50;17.20;108.45;9.30;217.16;24.48;15.78;94.00;58.00;16.42;0.36
2008;08;20;00;00;17.41;73.29;0.00;772.69;13.10;261.50;20.19;13.86;87.00;61.00;21.54;3.22
2008;08;21;00;00;18.16;71.54;0.00;752.45;4.89;195.77;22.99;13.51;87.00;55.00;9.29;1.48
2008;08;22;00;00;18.22;78.96;11.50;83.96;8.67;177.65;23.26;15.16;89.00;65.00;20.12;2.55
2008;08;23;00;00;14.99;82.96;6.40;162.12;13.86;259.75;16.49;12.79;94.00;71.00;22.82;6.92
2008;08;24;00;00;16.39;68.25;0.00;583.90;4.58;224.49;21.94;10.21;96.00;52.00;8.67;1.94
2008;08;25;00;00;18.82;70.79;1.10;557.58;5.33;260.88;23.05;14.39;91.00;53.00;12.07;0.36
2008;08;26;00;00;19.45;75.21;0.00;533.99;4.35;181.27;24.36;14.15;100.00;59.00;8.31;0.00
2008;08;27;00;00;19.38;78.00;0.00;727.30;5.24;223.40;25.03;14.20;100.00;55.00;11.50;0.36
2008;08;28;00;00;19.95;74.38;0.00;571.24;7.20;289.48;24.06;14.84;96.00;60.00;12.68;3.22
2008;08;29;00;00;19.13;71.46;0.00;745.84;5.65;280.19;24.23;14.30;92.00;54.00;12.86;0.36
2008;08;30;00;00;20.43;71.96;0.00;744.24;8.28;109.59;27.03;13.01;93.00;53.00;12.72;2.16
2008;08;31;00;00;21.68;73.25;0.20;347.12;11.04;178.43;28.32;16.33;89.00;48.00;20.61;2.90
2008;09;01;00;00;18.83;86.12;0.50;296.01;6.32;256.13;20.51;15.78;99.00;75.00;10.90;2.41
2008;09;02;00;00;19.33;79.54;0.00;706.04;3.30;200.64;23.98;15.19;100.00;61.00;9.00;0.51
2008;09;03;00;00;19.67;76.38;11.70;134.62;8.84;189.50;24.31;16.30;93.00;58.00;34.56;1.02
2008;09;04;00;00;16.72;88.38;13.50;0.00;7.57;198.03;19.37;14.94;97.00;77.00;14.92;0.36
2008;09;05;00;00;20.52;77.58;3.90;252.67;12.09;121.89;26.59;15.04;97.00;57.00;22.16;3.71
2008;09;06;00;00;18.38;87.25;20.50;0.00;6.82;228.02;20.55;15.55;98.00;67.00;14.76;2.16
2008;09;07;00;00;16.64;74.33;3.80;509.33;9.15;246.93;20.56;13.43;98.00;51.00;17.30;4.68
2008;09;08;00;00;16.52;74.25;1.10;688.04;4.31;135.99;20.57;12.47;86.00;62.00;8.09;0.51
2008;09;09;00;00;18.78;69.67;0.00;652.84;4.58;126.17;26.57;11.18;97.00;42.00;10.32;1.44
2008;09;10;00;00;20.33;71.21;0.00;559.29;5.09;199.91;24.73;15.00;87.00;58.00;12.18;1.08
2008;09;11;00;00;20.29;82.08;0.80;379.14;7.54;146.35;25.06;15.19;95.00;63.00;17.53;2.10
2008;09;12;00;00;15.77;86.54;7.20;58.21;17.28;227.54;17.99;13.84;97.00;81.00;31.79;2.97
2008;09;13;00;00;12.51;93.67;55.70;0.00;10.88;296.85;13.63;11.10;96.00;88.00;19.39;2.90
2008;09;14;00;00;12.63;76.92;5.30;387.45;9.49;42.99;16.92;9.20;97.00;58.00;17.11;2.81
2008;09;15;00;00;10.19;77.92;0.00;255.32;7.01;122.65;13.63;5.00;95.00;58.00;13.05;1.08
2008;09;16;00;00;11.06;82.08;0.00;40.21;8.98;66.77;14.62;6.54;96.00;67.00;14.84;0.80
2008;09;17;00;00;11.27;75.71;0.00;432.77;6.74;79.53;16.60;4.54;93.00;60.00;12.90;0.36
2008;09;18;00;00;12.30;73.12;0.00;246.49;11.57;165.95;18.77;5.35;90.00;58.00;19.48;1.44
2008;09;19;00;00;13.53;77.75;0.00;335.74;6.57;258.19;18.00;9.83;93.00;64.00;13.68;2.16
2008;09;20;00;00;12.50;70.21;0.10;692.82;8.84;115.46;17.07;7.40;93.00;46.00;18.36;0.80
2008;09;21;00;00;10.22;73.33;0.00;303.32;9.14;148.32;16.32;4.65;93.00;51.00;19.35;0.80
2008;09;22;00;00;10.43;81.04;0.00;50.85;6.32;50.37;14.48;5.89;95.00;69.00;11.59;0.72
2008;09;23;00;00;11.37;74.71;0.00;227.87;6.00;153.83;15.87;6.25;94.00;52.00;11.16;3.10
2008;09;24;00;00;12.30;64.75;0.00;431.16;6.51;132.62;17.53;6.34;87.00;52.00;13.32;0.00
2008;09;25;00;00;12.94;67.79;0.00;20.66;8.09;160.26;16.73;8.57;94.00;46.00;16.58;0.51
2008;09;26;00;00;11.91;72.54;0.00;49.15;18.61;117.44;17.06;6.17;92.00;52.00;29.96;4.20
2008;09;27;00;00;10.53;68.83;0.00;494.68;10.96;133.79;18.33;3.61;99.00;37.00;22.32;4.33
2008;09;28;00;00;12.24;65.42;0.00;542.69;4.99;217.41;18.09;6.32;92.00;45.00;10.80;1.08
2008;09;29;00;00;13.85;62.46;0.00;648.13;9.59;205.68;19.17;8.69;78.00;45.00;19.77;0.72
2008;09;30;00;00;13.26;67.17;1.60;69.06;13.96;253.97;15.84;9.79;82.00;56.00;24.37;3.76
2008;10;01;00;00;14.98;59.83;0.00;531.06;29.51;251.11;18.84;12.11;78.00;44.00;38.03;20.73
2008;10;02;00;00;13.45;63.62;1.20;444.91;21.09;262.87;15.53;11.19;79.00;45.00;29.88;7.07
2008;10;03;00;00;9.73;66.58;7.20;390.12;18.42;249.23;12.86;7.18;84.00;44.00;29.91;6.92
2008;10;04;00;00;7.85;70.58;2.20;393.51;21.27;253.98;10.45;5.70;82.00;56.00;31.77;7.09
2008;10;05;00;00;11.59;49.21;0.00;454.57;9.32;183.19;19.49;4.14;74.00;29.00;14.40;6.57
2008;10;06;00;00;15.32;66.00;0.20;468.41;13.52;242.94;18.39;10.29;76.00;53.00;25.23;1.53
2008;10;07;00;00;16.83;71.96;0.00;133.20;4.41;174.56;22.69;12.33;98.00;51.00;8.28;1.30
2008;10;08;00;00;15.83;70.83;0.00;8.30;8.08;232.76;20.51;10.25;90.00;53.00;17.16;3.05
2008;10;09;00;00;14.86;83.67;0.80;150.22;9.41;324.28;18.44;12.15;95.00;68.00;16.60;1.94
2008;10;10;00;00;15.69;77.42;0.00;577.84;5.08;183.11;20.68;11.75;95.00;54.00;10.16;0.72
2008;10;11;00;00;16.46;62.12;0.00;631.67;5.36;159.36;22.72;9.83;84.00;39.00;7.93;1.44
2008;10;12;00;00;17.78;58.04;0.00;490.37;6.09;97.98;23.72;12.63;74.00;38.00;8.37;3.24
2008;10;13;00;00;17.97;55.67;0.00;661.95;5.78;187.61;23.84;12.40;77.00;39.00;9.29;2.60
2008;10;14;00;00;17.76;79.88;1.10;397.24;6.02;255.30;21.83;14.15;94.00;64.00;10.64;0.80
2008;10;15;00;00;17.09;75.08;0.00;466.62;9.01;244.89;20.73;13.65;99.00;55.00;18.43;1.48
2008;10;16;00;00;14.83;77.00;7.90;13.13;18.49;263.86;17.67;11.59;86.00;64.00;31.31;9.93
2008;10;17;00;00;10.16;69.50;0.00;458.02;6.73;306.29;13.79;7.43;94.00;41.00;15.48;1.02
2008;10;18;00;00;9.21;65.62;0.00;440.81;4.57;210.40;14.70;4.52;86.00;45.00;8.50;1.48
2008;10;19;00;00;11.17;67.71;0.00;636.38;3.33;188.07;15.91;7.20;92.00;50.00;7.63;1.14
2008;10;20;00;00;14.85;67.96;0.00;339.44;8.05;155.62;21.33;9.51;80.00;54.00;12.07;1.94
2008;10;21;00;00;16.74;71.08;14.30;105.32;7.98;186.41;21.96;13.35;84.00;47.00;27.87;2.41
2008;10;22;00;00;8.95;89.42;26.10;0.00;17.42;313.09;13.27;6.52;94.00;84.00;23.47;1.94
2008;10;23;00;00;8.83;67.79;1.50;446.22;8.18;160.14;14.11;4.06;93.00;42.00;19.52;0.72
2008;10;24;00;00;9.01;65.04;0.00;625.87;4.92;204.47;14.70;4.31;79.00;47.00;9.03;1.80
2008;10;25;00;00;9.50;73.25;0.00;441.89;3.98;105.66;15.47;4.10;97.00;47.00;7.70;0.72
2008;10;26;00;00;10.81;61.67;0.00;390.33;4.28;183.92;17.15;4.29;96.00;34.00;10.08;1.08
2008;10;27;00;00;11.49;69.50;3.00;0.00;9.62;198.06;13.76;9.34;89.00;56.00;28.81;2.81
2008;10;28;00;00;9.57;87.54;7.50;0.00;6.86;305.12;11.33;8.00;97.00;75.00;13.32;3.60
2008;10;29;00;00;6.82;84.96;17.70;0.00;8.26;213.74;8.05;5.49;95.00;71.00;15.99;3.22
2008;10;30;00;00;5.40;70.33;10.20;194.04;11.85;204.57;8.81;1.45;91.00;48.00;22.35;3.88
2008;10;31;00;00;8.12;67.46;0.00;23.62;11.72;135.91;14.53;2.78;94.00;40.00;25.12;1.80
