LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;sfc;sfc;10 m above gnd;10 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative Humidity;Total Precipitation;Sunshine Duration;Wind Speed;Wind Direction;Temperature;Temperature;Relative Humidity;Relative Humidity;Wind Speed;Wind Speed
UNIT;;;;;°C;%;mm;min;km/h;°;°C;°C;%;%;km/h;km/h
AGGREGATION;;;;;daily mean;daily mean;daily sum;daily sum;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;2;2;2;2;2;2;2;2;2;2;2;2

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Total Precipitation daily sum [sfc];Sunshine Duration daily sum [sfc];Wind Speed daily mean [10 m above gnd];Wind Direction daily mean [10 m above gnd];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Wind Speed daily max [10 m above gnd];Wind Speed daily min [10 m above gnd]
1997;12;24;00;00;5.71;89.25;0.10;0.00;6.87;199.64;8.80;1.91;97.00;81.00;9.08;4.61
1997;12;25;00;00;9.09;85.83;1.10;117.45;9.40;215.62;14.13;5.34;94.00;69.00;19.07;6.00
1997;12;26;00;00;9.83;85.83;7.80;48.45;23.41;245.06;12.25;6.63;94.00;75.00;26.09;20.28
1997;12;27;00;00;6.18;89.25;3.10;116.81;16.51;253.55;7.18;5.24;95.00;75.00;26.28;8.87
1997;12;28;00;00;4.93;88.96;8.60;0.00;20.70;255.67;6.78;1.40;100.00;73.00;34.20;6.13
1997;12;29;00;00;2.51;83.04;0.00;538.21;5.22;181.19;6.41;-1.57;100.00;66.00;6.70;2.24
1997;12;30;00;00;5.22;68.42;0.00;45.96;6.45;168.57;10.95;0.84;78.00;45.00;10.55;4.27
1997;12;31;00;00;5.58;79.25;0.00;348.85;5.10;139.37;11.65;0.74;94.00;49.00;6.06;4.40
1998;01;01;00;00;8.74;87.46;0.50;0.00;5.00;188.18;12.03;6.36;95.00;74.00;8.27;3.56
1998;01;02;00;00;8.86;85.54;15.10;8.30;19.71;217.76;13.48;7.32;94.00;62.00;34.64;5.60
1998;01;03;00;00;7.62;87.42;1.90;0.00;22.51;233.72;9.54;5.82;98.00;66.00;50.49;11.27
1998;01;04;00;00;7.92;85.00;3.00;102.13;35.46;238.91;11.54;4.76;100.00;61.00;54.96;15.84
1998;01;05;00;00;8.17;78.83;2.70;72.77;43.90;239.35;11.34;6.16;89.00;66.00;58.27;30.06
1998;01;06;00;00;5.89;86.29;3.50;250.85;41.52;243.49;8.18;3.92;96.00;65.00;68.35;9.50
1998;01;07;00;00;8.96;85.88;0.40;155.68;21.05;236.73;11.89;6.57;99.00;66.00;33.70;14.59
1998;01;08;00;00;7.55;82.75;0.00;519.57;11.12;233.69;11.94;2.47;96.00;66.00;22.60;4.98
1998;01;09;00;00;5.64;73.96;0.00;578.31;4.06;158.35;12.51;0.85;89.00;53.00;5.90;1.55
1998;01;10;00;00;6.05;70.54;0.00;517.39;4.57;114.91;12.07;1.91;89.00;52.00;5.43;3.34
1998;01;11;00;00;7.10;67.08;0.00;247.34;4.39;126.65;13.97;1.34;91.00;49.00;5.95;2.52
1998;01;12;00;00;8.33;74.25;0.00;50.21;2.92;128.94;14.61;2.99;100.00;54.00;4.15;0.18
1998;01;13;00;00;8.37;76.92;0.00;181.18;3.74;145.90;12.91;1.99;99.00;55.00;4.77;2.34
1998;01;14;00;00;8.09;83.04;0.40;101.22;12.33;231.66;10.17;6.82;93.00;70.00;24.37;2.66
1998;01;15;00;00;6.52;82.42;0.10;85.53;9.18;223.87;9.47;4.53;96.00;58.00;13.15;5.68
1998;01;16;00;00;6.84;90.62;9.50;1.01;15.44;208.37;9.32;5.47;95.00;84.00;30.25;8.31
1998;01;17;00;00;4.67;88.62;1.50;225.33;15.21;257.39;6.86;2.93;95.00;75.00;26.21;4.84
1998;01;18;00;00;4.81;79.21;3.90;71.21;15.08;183.94;10.81;0.52;97.00;46.00;40.23;4.77
1998;01;19;00;00;6.03;90.92;20.20;6.38;26.19;238.51;7.29;4.56;98.00;82.00;41.41;11.39
1998;01;20;00;00;1.78;94.96;9.90;0.00;23.08;273.99;3.94;-1.03;100.00;90.00;34.41;9.07
1998;01;21;00;00;1.19;90.96;1.30;0.00;11.33;153.00;2.42;0.17;97.00;81.00;13.48;9.83
1998;01;22;00;00;0.44;87.29;0.20;0.00;21.81;60.56;2.04;-1.39;94.00;74.00;29.31;14.56
1998;01;23;00;00;0.96;90.71;0.00;0.00;9.33;57.56;2.11;0.04;96.00;80.00;20.22;6.02
1998;01;24;00;00;0.20;89.29;0.00;0.00;6.35;32.21;1.10;-0.56;95.00;80.00;11.30;3.55
1998;01;25;00;00;0.57;82.17;0.10;9.31;13.18;64.53;2.92;-0.68;92.00;67.00;17.19;8.42
1998;01;26;00;00;-0.84;85.67;0.00;0.00;9.86;76.68;1.05;-2.79;94.00;68.00;11.24;8.22
1998;01;27;00;00;-1.26;83.62;0.00;261.37;4.04;113.77;3.47;-3.99;94.00;62.00;7.88;1.13
1998;01;28;00;00;0.83;81.83;0.00;428.85;2.75;155.95;7.66;-2.97;100.00;58.00;4.41;0.79
1998;01;29;00;00;1.30;82.92;0.00;464.29;5.55;61.36;4.90;-1.13;96.00;62.00;9.54;1.17
1998;01;30;00;00;1.39;79.08;0.00;350.54;3.29;143.32;6.95;-2.35;95.00;55.00;7.59;0.51
1998;01;31;00;00;1.27;84.29;0.00;374.99;8.90;74.46;5.33;-1.24;98.00;59.00;22.65;3.19
1998;02;01;00;00;0.45;80.21;0.00;312.59;6.95;112.15;4.36;-2.53;92.00;59.00;14.67;3.13
1998;02;02;00;00;2.43;81.83;0.00;7.41;5.48;225.02;6.86;-1.57;97.00;61.00;11.98;3.01
1998;02;03;00;00;1.02;83.79;0.00;469.48;6.65;181.65;4.11;-2.10;100.00;52.00;11.28;2.73
1998;02;04;00;00;0.18;81.46;0.00;444.14;7.58;53.00;4.63;-2.44;97.00;58.00;8.97;3.45
1998;02;05;00;00;1.75;77.71;0.00;588.26;4.29;71.74;6.31;-1.81;97.00;55.00;7.62;2.51
1998;02;06;00;00;2.95;74.58;0.00;582.08;2.45;111.74;8.52;-1.36;98.00;53.00;3.69;0.84
1998;02;07;00;00;4.13;77.29;1.50;172.85;11.52;211.57;10.10;-0.81;98.00;48.00;25.67;3.90
1998;02;08;00;00;5.14;77.00;0.00;499.88;3.39;181.69;10.25;2.19;97.00;51.00;7.66;1.00
1998;02;09;00;00;5.51;71.08;0.00;596.92;4.16;148.19;11.18;0.62;87.00;50.00;5.23;2.70
1998;02;10;00;00;8.01;70.33;0.00;594.70;5.07;202.54;14.41;2.63;87.00;45.00;6.93;3.63
1998;02;11;00;00;8.81;75.00;0.00;606.59;4.96;188.96;15.51;3.61;93.00;48.00;6.20;3.23
1998;02;12;00;00;8.39;76.50;0.00;598.12;7.07;217.66;15.31;2.30;100.00;46.00;9.66;5.36
1998;02;13;00;00;8.72;80.67;0.00;401.96;3.42;139.52;17.49;2.25;99.00;55.00;4.90;1.21
1998;02;14;00;00;9.14;86.38;0.00;458.54;2.96;152.70;15.38;3.49;100.00;64.00;4.19;0.59
1998;02;15;00;00;9.42;91.33;0.00;173.51;2.07;111.06;13.18;6.40;100.00;78.00;2.93;1.00
1998;02;16;00;00;9.63;81.92;0.00;0.00;13.11;220.25;16.98;3.74;100.00;52.00;26.96;3.46
1998;02;17;00;00;7.45;91.38;2.30;0.00;10.21;246.70;9.73;5.62;96.00;86.00;21.74;3.39
1998;02;18;00;00;7.52;78.96;0.00;410.53;3.88;95.92;13.05;3.33;97.00;55.00;5.54;2.77
1998;02;19;00;00;7.99;76.25;0.00;660.89;8.77;214.34;14.74;1.25;100.00;63.00;16.71;4.16
1998;02;20;00;00;9.66;79.08;0.00;296.06;3.78;109.99;17.19;4.13;99.00;53.00;5.64;2.85
1998;02;21;00;00;10.35;64.67;0.00;374.68;6.22;181.14;19.36;2.70;85.00;35.00;10.85;4.33
1998;02;22;00;00;8.30;88.62;15.90;0.00;10.59;244.29;9.46;6.65;98.00;77.00;16.62;6.89
1998;02;23;00;00;7.09;94.21;4.00;0.00;6.78;271.45;8.44;6.19;99.00;88.00;10.63;1.95
1998;02;24;00;00;7.06;82.04;0.00;519.44;6.39;26.49;11.48;1.90;100.00;58.00;9.86;3.80
1998;02;25;00;00;9.51;90.83;0.00;0.00;6.84;32.88;11.79;7.47;98.00;83.00;11.68;3.31
1998;02;26;00;00;9.95;86.33;0.00;63.51;3.21;166.71;12.97;7.53;97.00;72.00;7.75;1.50
1998;02;27;00;00;9.29;85.67;0.00;266.28;8.88;234.28;13.58;5.44;98.00;66.00;18.45;3.62
1998;02;28;00;00;6.34;89.54;1.70;0.00;24.30;254.95;8.07;3.56;98.00;74.00;37.77;10.58
1998;03;01;00;00;5.80;77.58;0.50;245.11;26.01;265.11;8.76;3.72;95.00;52.00;46.04;12.64
1998;03;02;00;00;6.21;81.42;0.40;433.49;23.57;248.61;10.18;2.66;100.00;57.00;37.68;9.00
1998;03;03;00;00;7.91;76.96;0.80;172.72;19.15;210.20;15.97;1.61;100.00;39.00;49.54;6.65
1998;03;04;00;00;12.28;64.08;0.00;311.69;20.55;224.92;21.57;3.34;94.00;31.00;38.27;12.66
1998;03;05;00;00;7.64;82.75;9.60;152.74;28.25;258.20;14.20;1.63;91.00;63.00;35.71;13.93
1998;03;06;00;00;5.98;74.25;0.20;0.00;25.54;231.77;9.80;0.70;96.00;51.00;52.39;10.57
1998;03;07;00;00;11.16;76.12;1.50;0.00;28.10;249.54;14.42;8.93;88.00;59.00;36.30;16.94
1998;03;08;00;00;8.36;88.21;12.90;0.00;27.38;259.61;11.16;7.10;99.00;77.00;37.33;8.59
1998;03;09;00;00;4.16;72.25;2.60;453.22;12.46;99.63;7.22;0.39;98.00;41.00;18.98;1.89
1998;03;10;00;00;2.63;62.83;0.00;527.06;4.28;154.14;7.67;-1.92;86.00;37.00;6.71;1.96
1998;03;11;00;00;3.87;70.92;3.00;0.00;5.92;167.84;6.96;1.33;94.00;45.00;8.01;3.86
1998;03;12;00;00;5.14;88.83;4.20;0.00;7.05;292.62;8.16;3.02;95.00;80.00;11.59;2.25
1998;03;13;00;00;5.09;69.08;0.00;483.19;6.56;193.44;10.11;0.24;98.00;42.00;14.20;2.56
1998;03;14;00;00;5.87;79.92;0.40;0.00;10.17;255.92;7.52;4.15;95.00;69.00;15.13;6.49
1998;03;15;00;00;7.09;88.46;4.20;84.89;9.91;279.10;8.42;5.90;98.00;69.00;12.35;5.67
1998;03;16;00;00;8.69;93.79;0.80;0.00;6.02;298.17;9.93;7.55;100.00;87.00;7.93;2.15
1998;03;17;00;00;9.51;84.08;0.00;0.00;5.00;247.29;12.92;7.33;97.00;65.00;8.19;2.66
1998;03;18;00;00;8.63;83.00;0.00;0.00;7.26;80.40;11.61;6.20;96.00;68.00;10.10;5.17
1998;03;19;00;00;7.90;70.92;0.00;575.65;9.73;165.79;9.95;3.79;93.00;43.00;13.21;2.83
1998;03;20;00;00;6.06;68.50;0.20;371.35;8.08;251.54;9.68;1.26;88.00;47.00;14.49;0.23
1998;03;21;00;00;6.37;82.50;3.80;130.93;8.75;173.56;7.82;4.20;95.00;63.00;14.91;5.43
1998;03;22;00;00;4.64;59.88;0.00;491.18;9.16;56.08;9.43;-0.79;82.00;39.00;17.89;2.77
1998;03;23;00;00;4.26;75.79;6.20;29.17;7.38;198.05;6.44;1.55;96.00;53.00;13.52;1.39
1998;03;24;00;00;3.72;75.67;0.10;509.41;15.19;50.18;9.51;-0.01;95.00;47.00;24.99;9.48
1998;03;25;00;00;3.29;64.71;0.00;742.53;17.17;73.47;9.72;-1.86;95.00;31.00;35.02;4.20
1998;03;26;00;00;5.52;63.17;0.00;115.97;9.30;207.28;11.64;-1.50;89.00;36.00;20.32;3.59
1998;03;27;00;00;10.35;65.50;0.00;51.14;7.85;228.84;15.45;5.50;84.00;48.00;15.08;1.00
1998;03;28;00;00;12.29;75.79;0.00;451.98;4.15;107.39;19.09;4.68;100.00;53.00;7.37;1.51
1998;03;29;00;00;15.36;69.17;0.00;695.46;3.87;104.47;22.39;7.14;99.00;40.00;5.13;1.84
1998;03;30;00;00;14.98;65.38;0.00;783.04;4.60;223.84;21.36;6.50;96.00;39.00;7.59;1.85
1998;03;31;00;00;15.96;61.67;0.00;585.17;2.02;235.68;21.61;8.02;89.00;45.00;3.16;0.64
1998;04;01;00;00;13.83;75.38;0.90;0.00;6.98;239.71;16.99;11.07;96.00;55.00;14.05;1.91
1998;04;02;00;00;13.38;79.83;1.90;38.94;10.49;236.10;17.91;10.68;98.00;52.00;16.24;5.59
1998;04;03;00;00;15.26;76.88;3.60;258.19;12.36;205.10;21.80;11.24;96.00;48.00;21.52;6.43
1998;04;04;00;00;9.02;92.29;29.30;1.76;7.90;211.39;12.64;3.57;99.00;83.00;12.24;3.04
1998;04;05;00;00;8.91;87.75;5.40;0.00;13.04;193.00;14.29;5.03;99.00;64.00;30.75;5.90
1998;04;06;00;00;8.47;86.04;7.60;97.66;16.00;226.82;12.14;3.62;100.00;68.00;29.28;6.77
1998;04;07;00;00;9.10;91.79;16.50;7.12;11.32;183.51;11.22;5.92;100.00;82.00;32.08;4.33
1998;04;08;00;00;8.73;79.92;1.00;215.11;13.94;243.64;11.92;6.44;91.00;60.00;19.21;2.28
1998;04;09;00;00;10.40;75.29;2.00;140.43;6.05;180.09;16.00;5.78;96.00;47.00;12.65;1.49
1998;04;10;00;00;8.26;84.79;8.20;0.00;4.81;165.35;10.97;5.92;95.00;68.00;10.65;1.72
1998;04;11;00;00;7.87;77.33;1.10;209.18;11.72;243.18;11.23;4.53;97.00;53.00;22.43;4.61
1998;04;12;00;00;6.26;76.62;4.50;174.53;16.10;253.65;8.88;2.48;95.00;52.00;24.39;2.29
1998;04;13;00;00;4.49;82.42;10.40;148.28;10.12;252.96;8.77;2.13;97.00;61.00;23.48;2.12
1998;04;14;00;00;4.95;66.17;0.00;142.98;13.57;216.67;9.99;-1.40;99.00;37.00;19.15;4.61
1998;04;15;00;00;7.00;61.75;2.10;0.00;9.02;154.91;11.51;1.54;95.00;41.00;15.35;6.71
1998;04;16;00;00;7.03;68.75;3.80;508.72;18.02;234.17;10.77;-0.04;95.00;45.00;29.91;4.25
1998;04;17;00;00;9.16;62.92;0.70;204.26;14.10;171.59;12.31;5.53;74.00;50.00;42.75;3.56
1998;04;18;00;00;5.80;79.17;3.20;56.17;13.84;210.79;8.36;2.07;96.00;68.00;33.78;3.12
1998;04;19;00;00;6.62;81.33;1.90;159.86;15.28;244.60;9.56;4.29;99.00;67.00;24.16;6.89
1998;04;20;00;00;8.54;78.12;2.40;56.97;12.30;191.94;16.67;0.43;98.00;40.00;30.25;4.96
1998;04;21;00;00;12.67;81.67;1.40;121.03;3.42;226.54;16.61;9.94;98.00;61.00;5.00;1.60
1998;04;22;00;00;13.16;76.08;0.00;610.39;5.92;88.26;20.00;6.23;100.00;46.00;10.80;3.87
1998;04;23;00;00;14.29;76.29;0.20;643.05;6.91;205.96;21.40;6.03;100.00;50.00;14.03;1.41
1998;04;24;00;00;13.60;77.25;0.00;230.50;10.04;251.11;17.62;8.16;94.00;64.00;15.59;4.56
1998;04;25;00;00;15.39;72.33;0.00;362.49;5.82;219.24;20.65;9.56;90.00;56.00;8.92;1.58
1998;04;26;00;00;16.80;80.83;6.20;16.60;4.91;209.59;21.90;13.16;98.00;61.00;9.06;1.02
1998;04;27;00;00;11.47;94.17;23.70;0.00;9.04;260.79;13.00;8.68;98.00;87.00;16.30;4.19
1998;04;28;00;00;10.23;83.92;1.90;279.57;7.81;256.14;12.81;7.90;96.00;65.00;11.63;3.33
1998;04;29;00;00;12.56;72.67;0.00;692.93;5.55;130.22;17.95;7.39;100.00;42.00;11.01;2.57
1998;04;30;00;00;14.25;65.67;0.00;611.03;5.48;124.32;20.42;4.95;99.00;43.00;9.12;2.18
1998;05;01;00;00;13.70;83.00;10.20;3.10;5.72;260.73;15.66;10.76;94.00;70.00;9.15;2.52
1998;05;02;00;00;12.59;84.08;3.30;79.79;10.56;245.74;15.79;9.90;96.00;75.00;20.52;3.46
1998;05;03;00;00;12.57;87.67;0.10;0.00;6.52;97.97;14.88;10.60;98.00;75.00;13.30;0.59
1998;05;04;00;00;11.30;87.38;4.90;128.34;10.44;112.87;14.51;8.18;97.00;67.00;13.16;7.44
1998;05;05;00;00;12.82;67.04;0.00;440.71;7.76;201.61;18.90;4.98;99.00;43.00;16.52;0.64
1998;05;06;00;00;13.22;69.58;0.90;40.44;19.76;250.02;18.15;9.46;86.00;47.00;27.82;7.46
1998;05;07;00;00;13.84;71.21;0.00;912.43;5.59;228.64;21.32;3.99;88.00;55.00;9.19;0.79
1998;05;08;00;00;18.13;68.67;0.00;748.37;3.11;115.92;24.29;9.07;99.00;46.00;4.88;0.51
1998;05;09;00;00;20.61;64.71;0.00;165.96;2.80;168.86;25.01;13.82;92.00;43.00;5.88;1.13
1998;05;10;00;00;20.68;66.12;0.00;882.29;4.35;93.91;26.37;12.35;100.00;43.00;6.26;2.52
1998;05;11;00;00;20.38;69.54;0.00;835.77;3.48;156.24;27.19;11.78;99.00;42.00;5.12;1.70
1998;05;12;00;00;21.32;68.46;0.00;860.23;4.49;87.56;27.61;12.20;100.00;45.00;8.15;1.54
1998;05;13;00;00;21.63;69.08;0.00;806.62;5.94;88.89;27.74;14.10;100.00;43.00;11.71;2.40
1998;05;14;00;00;20.41;73.04;0.00;780.33;10.07;75.84;26.10;14.72;100.00;49.00;18.07;3.54
1998;05;15;00;00;16.08;66.96;0.00;803.39;13.95;63.59;23.51;7.11;100.00;41.00;24.88;4.66
1998;05;16;00;00;14.60;64.92;0.00;790.21;16.03;63.95;20.95;4.93;94.00;45.00;25.19;7.21
1998;05;17;00;00;13.52;65.25;0.00;341.55;13.50;58.65;19.23;4.82;91.00;42.00;22.33;5.43
1998;05;18;00;00;13.91;70.38;0.80;524.05;10.26;64.17;19.59;5.63;100.00;50.00;17.79;2.44
1998;05;19;00;00;15.35;71.54;0.10;553.40;10.21;63.30;21.63;7.44;100.00;48.00;18.98;2.92
1998;05;20;00;00;17.58;69.04;0.00;590.87;7.96;51.22;22.09;9.88;100.00;51.00;14.57;1.95
1998;05;21;00;00;16.51;74.50;0.20;637.73;7.14;323.18;20.31;10.40;100.00;58.00;12.78;1.46
1998;05;22;00;00;13.65;73.17;0.00;43.40;7.60;172.47;15.40;11.51;91.00;52.00;8.86;5.10
1998;05;23;00;00;12.40;62.83;0.00;330.17;6.41;46.41;16.78;4.93;90.00;50.00;8.66;3.55
1998;05;24;00;00;13.52;67.42;0.60;8.30;5.72;285.59;18.41;6.80;94.00;50.00;13.22;0.84
1998;05;25;00;00;14.66;70.00;0.90;176.17;5.94;286.74;17.16;12.22;78.00;63.00;8.53;3.86
1998;05;26;00;00;14.33;77.29;3.00;138.50;9.88;244.97;17.63;9.02;92.00;62.00;16.64;4.82
1998;05;27;00;00;15.17;84.29;3.90;8.94;2.82;142.98;19.20;11.48;97.00;72.00;3.68;1.21
1998;05;28;00;00;17.35;78.25;1.00;12.77;7.21;230.35;20.21;14.14;98.00;59.00;11.13;3.51
1998;05;29;00;00;15.02;86.83;3.70;27.47;5.32;274.35;18.68;11.99;98.00;66.00;9.41;2.05
1998;05;30;00;00;17.10;75.88;0.00;507.20;2.61;71.35;23.33;11.21;100.00;48.00;6.00;0.81
1998;05;31;00;00;16.87;79.62;9.90;0.64;5.02;255.60;19.26;14.27;92.00;68.00;8.91;1.70
1998;06;01;00;00;16.75;72.88;0.10;220.60;4.46;181.19;22.77;10.27;98.00;45.00;9.17;0.93
1998;06;02;00;00;21.42;63.79;2.00;474.25;6.60;179.45;27.51;14.22;77.00;47.00;12.91;3.51
1998;06;03;00;00;19.75;83.83;13.70;46.49;3.20;193.71;22.22;17.60;98.00;61.00;4.66;0.79
1998;06;04;00;00;20.60;74.42;1.00;487.53;3.13;100.23;25.46;13.80;100.00;54.00;7.29;0.79
1998;06;05;00;00;23.67;70.71;0.00;812.88;5.80;98.38;31.38;14.50;100.00;38.00;10.23;3.56
1998;06;06;00;00;23.76;69.38;15.00;730.06;7.76;143.10;32.10;13.43;95.00;37.00;22.72;3.46
1998;06;07;00;00;18.66;90.25;16.20;0.00;7.79;230.85;19.90;14.96;98.00;83.00;14.64;3.69
1998;06;08;00;00;16.49;72.12;0.00;620.38;6.18;249.92;21.14;10.30;94.00;54.00;11.58;0.79
1998;06;09;00;00;19.05;68.67;0.00;262.34;6.01;194.32;24.58;12.93;86.00;53.00;12.30;2.47
1998;06;10;00;00;18.34;84.08;19.50;182.64;7.93;221.91;22.21;13.04;96.00;60.00;16.77;3.05
1998;06;11;00;00;13.60;71.12;0.00;160.21;16.76;258.17;15.84;11.41;89.00;54.00;24.33;5.55
1998;06;12;00;00;9.97;89.21;10.00;0.00;19.38;265.99;12.06;8.55;95.00;79.00;25.38;7.21
1998;06;13;00;00;12.83;68.21;0.00;498.14;3.87;214.72;17.85;5.64;100.00;43.00;6.44;2.08
1998;06;14;00;00;13.79;75.88;2.10;192.77;8.33;196.95;16.78;11.06;89.00;61.00;15.18;3.66
1998;06;15;00;00;13.78;81.62;4.90;200.61;9.57;233.00;17.23;9.96;96.00;62.00;18.54;3.83
1998;06;16;00;00;13.12;75.17;0.30;586.84;16.19;257.87;16.95;9.36;96.00;52.00;24.72;8.39
1998;06;17;00;00;14.20;64.38;0.00;0.00;9.91;261.55;19.30;6.38;84.00;50.00;15.28;1.46
1998;06;18;00;00;18.39;60.54;0.00;44.04;7.12;230.99;22.36;13.14;76.00;51.00;15.94;0.53
1998;06;19;00;00;21.04;60.75;0.00;723.26;3.01;116.68;25.59;15.40;77.00;50.00;5.17;0.64
1998;06;20;00;00;22.23;67.00;0.00;938.73;4.56;93.05;28.86;13.14;100.00;43.00;7.26;2.57
1998;06;21;00;00;25.50;64.17;0.00;869.41;6.62;195.47;32.56;15.96;98.00;37.00;12.80;3.73
1998;06;22;00;00;22.76;70.04;0.00;902.91;10.57;268.29;25.92;18.02;95.00;51.00;16.80;4.64
1998;06;23;00;00;19.87;68.38;0.00;666.88;5.03;245.94;25.15;13.15;100.00;47.00;9.65;1.58
1998;06;24;00;00;21.46;63.38;0.00;741.20;5.08;96.25;26.45;15.55;80.00;52.00;12.53;0.51
1998;06;25;00;00;21.09;77.88;1.00;381.06;6.87;212.79;27.49;14.99;100.00;51.00;16.33;3.34
1998;06;26;00;00;20.01;86.92;16.30;61.26;4.35;280.70;21.96;17.77;100.00;81.00;6.99;2.12
1998;06;27;00;00;20.86;82.21;5.30;214.47;6.96;195.51;26.30;16.59;98.00;62.00;14.18;2.66
1998;06;28;00;00;20.32;68.67;0.00;661.97;11.23;263.57;23.51;16.37;89.00;53.00;17.47;1.46
1998;06;29;00;00;19.59;66.83;0.00;782.35;5.33;261.67;24.93;12.00;100.00;43.00;9.62;0.59
1998;06;30;00;00;21.32;64.79;0.00;510.00;9.27;236.91;26.92;14.23;96.00;44.00;17.34;0.88
1998;07;01;00;00;20.57;69.29;2.70;421.91;6.69;204.23;25.30;15.33;94.00;53.00;12.19;2.57
1998;07;02;00;00;18.56;88.54;8.20;0.00;6.87;70.49;21.28;15.53;98.00;74.00;10.10;0.23
1998;07;03;00;00;17.58;91.96;12.90;83.52;5.33;277.14;19.30;15.51;100.00;81.00;8.30;0.81
1998;07;04;00;00;17.38;75.96;0.00;552.41;11.03;270.26;21.47;14.34;100.00;45.00;19.67;4.86
1998;07;05;00;00;18.92;69.42;0.80;278.70;10.98;262.72;23.96;15.14;83.00;49.00;16.27;5.33
1998;07;06;00;00;19.35;68.92;0.00;824.18;11.60;265.81;25.38;10.28;94.00;50.00;21.99;3.10
1998;07;07;00;00;17.66;81.17;4.00;238.93;9.95;243.40;22.17;13.49;100.00;61.00;20.39;0.35
1998;07;08;00;00;14.52;69.83;0.30;351.33;15.56;281.94;17.93;12.08;87.00;52.00;21.77;5.84
1998;07;09;00;00;15.75;72.88;1.00;0.00;9.44;242.11;20.66;10.17;84.00;62.00;14.43;3.89
1998;07;10;00;00;17.88;78.62;3.30;141.61;8.97;261.33;19.88;14.44;90.00;65.00;14.93;3.34
1998;07;11;00;00;17.82;72.75;0.00;56.82;18.12;250.31;22.31;11.37;93.00;56.00;26.90;5.95
1998;07;12;00;00;19.18;69.71;0.10;307.54;16.11;242.44;25.78;13.79;90.00;50.00;23.71;8.52
1998;07;13;00;00;20.14;68.96;0.70;151.29;17.05;243.88;28.05;11.01;97.00;38.00;28.59;7.29
1998;07;14;00;00;17.24;66.54;0.00;566.17;10.68;281.19;21.81;11.82;100.00;40.00;16.20;4.19
1998;07;15;00;00;17.86;56.54;0.00;14.04;11.05;264.95;21.32;15.07;67.00;44.00;16.81;4.14
1998;07;16;00;00;18.03;65.04;0.80;27.45;10.58;238.45;24.29;12.62;93.00;40.00;19.63;2.93
1998;07;17;00;00;18.84;76.67;1.30;431.41;10.65;237.58;25.36;14.31;98.00;49.00;22.92;4.87
1998;07;18;00;00;20.58;68.08;0.00;470.94;9.50;242.07;25.89;13.86;85.00;50.00;18.28;1.39
1998;07;19;00;00;24.20;64.00;0.40;367.60;5.38;159.41;31.25;16.22;95.00;38.00;14.73;1.72
1998;07;20;00;00;27.51;54.00;0.30;746.12;6.05;151.22;36.62;16.29;88.00;23.00;8.82;4.15
1998;07;21;00;00;24.91;60.46;0.80;574.31;10.75;226.03;31.38;16.47;92.00;30.00;23.80;2.01
1998;07;22;00;00;21.24;84.83;11.60;126.25;5.36;172.88;25.05;18.52;96.00;61.00;7.23;3.45
1998;07;23;00;00;24.11;66.71;0.00;577.31;6.48;206.25;30.82;17.38;100.00;35.00;13.40;2.24
1998;07;24;00;00;22.43;65.04;0.00;285.10;4.70;126.07;26.06;20.14;76.00;52.00;7.39;3.46
1998;07;25;00;00;21.52;65.42;0.20;642.15;6.11;181.72;25.63;16.48;91.00;44.00;10.64;3.31
1998;07;26;00;00;21.70;65.38;0.00;725.19;2.58;130.50;28.70;12.92;100.00;44.00;5.33;0.84
1998;07;27;00;00;21.03;77.46;9.50;21.02;5.07;224.82;23.20;16.72;94.00;62.00;9.28;1.21
1998;07;28;00;00;18.03;75.71;0.10;162.77;10.56;250.47;21.35;14.05;100.00;55.00;20.29;4.63
1998;07;29;00;00;19.22;71.38;2.00;341.07;12.73;240.20;23.97;15.49;86.00;53.00;22.64;4.78
1998;07;30;00;00;20.35;67.04;0.00;635.14;12.68;247.29;27.84;11.60;95.00;43.00;21.63;6.34
1998;07;31;00;00;20.04;68.50;0.00;276.19;3.37;222.61;24.41;16.51;92.00;46.00;6.76;0.59
1998;08;01;00;00;19.41;78.25;6.60;31.28;6.40;82.30;24.79;14.94;96.00;58.00;9.19;3.90
